f1,f2,f3,f4,f5,label
0.0659244820499119,0.0536056314495675,0.2853056504990579,0.129722995633107,0.6115528296301306,0
0.1222544661737432,0.6944976694648188,0.6304192193320236,0.9784647921776246,0.7804662555066174,0
0.5449186178546882,0.6733561480609387,0.6376782797937366,0.0409603505790733,0.1416531972264485,1
0.3102701857286092,0.083481155006448,0.1710478260051876,0.0153639397420715,0.4435263079473045,0
0.8525091828678487,0.3839635598636309,0.552037398915544,0.5778090352798702,0.6646477984546181,1
0.8594908238760454,0.3597506261123032,0.7425629061188667,0.672404029371914,0.9466612674840684,0
0.2101419874760743,0.4764977148596097,0.7728368144302759,0.7493411876569361,0.9113286936532324,1
0.8555437901813209,0.3100945365462262,0.9472499901587036,0.5674125119327699,0.1218694818391602,1
0.7759637677488214,0.2515560875112215,0.0997650602544603,0.4795817671340013,0.2759861130132943,0
0.6776600801975814,0.41504962934948,0.1431404770767403,0.913445759948362,0.7570088894736128,0
0.0270074463009923,0.153177982662431,0.4296027939977286,0.4564279265939828,0.3162059913923877,0
0.8155937209235246,0.2922764778833213,0.7044306976842392,0.3967820020793388,0.5320862197677608,1
0.517290946161702,0.9653263339777542,0.0265653670251115,0.673538665623286,0.140674798359858,0
0.9202892131393656,0.7003164858880485,0.0098399651484248,0.4548365280139338,0.9711043671231088,1
0.111177280952727,0.8771323801746662,0.0529422183602218,0.8459760425013072,0.9753775829601008,0
0.5112584338087451,0.3439369851614031,0.8265296126497229,0.4313118117388996,0.0520748898817461,1
0.5776841019680696,0.1500556073462923,0.1807786512607022,0.4285004477973034,0.630491821736124,0
0.5823593176769781,0.4221600872033324,0.2795659262018951,0.4974259833539953,0.4391874096760639,0
0.5673630943293934,0.8202087567392096,0.9170320205800738,0.8939493531980804,0.392523721597788,0
0.0913159446840566,0.2864544252155446,0.911599660637682,0.3207180236211532,0.1527968620587538,1
0.4224211010338967,0.3524849891589476,0.2193634769775553,0.8906070935512723,0.3696289879545078,0
0.1753855726503637,0.5085215181608336,0.3692138128315279,0.9072671302341088,0.622200660406958,0
0.0833322824108658,0.9408668612880564,0.9684710506299616,0.514457253793568,0.0836587755835992,1
0.5951596815620958,0.5322358218727118,0.7733568207025864,0.5750537401633544,0.8791282898687612,1
0.4487743281707308,0.7569945897066218,0.0190375151374886,0.0568242273899141,0.1755199420397845,0
0.7007642812628752,0.691188693913923,0.2397729154564468,0.3225676203436675,0.2749947044298892,0
0.5767303211890277,0.3845932849093886,0.1606007913600557,0.4922097229800843,0.0683973480367717,0
0.1883455286661602,0.4045663362606272,0.8286740372837837,0.9198366981493024,0.0960023464892818,0
0.9527321366153316,0.7192231294750453,0.6428212071916901,0.2172098621279253,0.9126471417732006,1
0.3713934681584752,0.5618763403853906,0.0938176505593104,0.2362567169881707,0.2948688576596764,0
0.529550486917012,0.6086701737342193,0.2054712183950564,0.8337869066462854,0.3842950439714737,0
0.3371874061306137,0.7275064166183488,0.0329489918430045,0.0981068406365114,0.243633436784448,0
0.0005639431562608,0.5708806049447191,0.5916632309284071,0.7520073922823518,0.7546755884910527,0
0.218604147071081,0.4371904623046355,0.2973805505580162,0.243569089610478,0.5787043705394525,0
0.6315260990571645,0.3210684200476861,0.1758601450329887,0.6256718920825663,0.8154407094152888,0
0.4587815181712028,0.4006876557253196,0.4491662720795406,0.1708335020762277,0.9885039501908024,1
0.3917552527057127,0.8292568978002669,0.1656651100289324,0.2766203228722957,0.294208828399071,0
0.74242990394452,0.0222329135560526,0.4121679826803023,0.1085132850434463,0.3434307691168753,1
0.7976292501618514,0.4250571098718863,0.0770601025021622,0.1419221570912607,0.7261911009705204,0
0.7469913744248051,0.5710111745244317,0.9656740356625146,0.6435900359248501,0.8086921634367721,1
0.8923181114101824,0.9244101227028312,0.5277547213383349,0.8217691915007775,0.6942849912211683,1
0.6916720595695275,0.7009566070924189,0.9382300093147514,0.4882146819600911,0.7309278301753419,1
0.4632739175922378,0.9968949724564228,0.1373250317476135,0.8956147528054967,0.5395232753351081,0
0.8688250593126227,0.3319818283083232,0.9301066475430756,0.4291430257415682,0.9038666768213168,1
0.7662280484198272,0.1875099564954393,0.3287385717312528,0.9165560363966514,0.6617837401052055,0
0.4890659106322504,0.9036820099045242,0.8627230690970564,0.587686530480187,0.0066680189090839,1
0.6150799811094345,0.925896503500624,0.3414671072199421,0.5944992904817311,0.9284566815610068,0
0.7893262572401588,0.0305647946683145,0.6207747928780399,0.994894133516694,0.39626444198452,1
0.0608102576445593,0.1333334503122664,0.8478647445629609,0.0041195342835743,0.6267564949690961,0
0.2754629110604732,0.4739533455463138,0.9866563645203672,0.8756982392178024,0.4801294813028907,1
0.0935360816481493,0.311356885085618,0.2893251579432291,0.6435699836965557,0.8673653033093064,0
0.7220263555433831,0.0863187060422595,0.4457023785009888,0.2714501528115568,0.5527376015615448,0
0.2980390160001677,0.6361168315381514,0.3089963441741797,0.9109060854770212,0.7008262438456333,0
0.85526158495938,0.6404555427793653,0.4021620802213957,0.5318783952331014,0.743116376894223,1
0.1898068139811598,0.129035123644857,0.7816198227196635,0.742179450858075,0.7185309495371324,0
0.5668213958042988,0.9229593643483692,0.0879720330549854,0.8921539516995671,0.6785879278001017,1
0.0964673758344416,0.3550773639558912,0.2748018739945173,0.5741098784372122,0.9353529528973624,0
0.7438148803274623,0.4514633028841047,0.2671922782449638,0.4575543766350318,0.0886085686378261,1
0.559249013591715,0.9795968431950852,0.7789143271829198,0.4212422136343806,0.4642492369333276,1
0.5527562888910617,0.3639544155374319,0.5186510170590451,0.1071687955625243,0.0334276352601634,0
0.4621990592701056,0.2165012658636441,0.9867226764288052,0.224927473165227,0.3817773081874677,1
0.0077055045168489,0.0346989289283738,0.0090888359354035,0.5147276853486188,0.9532036911141748,0
0.2306093096988587,0.9583434725189608,0.5851735758588491,0.2945954546566498,0.6438715461634567,1
0.0142136022653701,0.9959272390323356,0.0987815413591606,0.5165157832605574,0.6200237341489242,0
0.8404028944533519,0.5384629862872591,0.9065399001640392,0.0530390750067065,0.0854259924715434,1
0.1090216622820542,0.5299803314271708,0.9606509883742884,0.8171086578943878,0.6336853378366345,1
0.2568223905666249,0.3751941239374037,0.4138342762069348,0.7861243844909421,0.7402097950711636,0
0.0185686740500721,0.7013463611161742,0.6972041419402607,0.6634665243041988,0.7664306516865602,1
0.4121999466378223,0.4074492268877332,0.5518726764410795,0.3930205094914978,0.7572617321193839,0
0.7954272436923451,0.6338791771127605,0.3241261421627955,0.6482725797165992,0.9589575308719606,0
0.3439901460098775,0.3911632403592311,0.6640327466509199,0.8108091849331741,0.7970877265831361,1
0.3860519867198315,0.4418798255563043,0.4472246666807377,0.7740633698831019,0.4118276007481495,0
0.5729330419696881,0.1470223298737712,0.8059655259003817,0.9598967378531073,0.3911636958901925,0
0.5321436599638565,0.954404168897152,0.4426340263637458,0.2439842949644213,0.08291657338543,1
0.9670173161107578,0.7529343239658541,0.7345339231382786,0.5676703444629944,0.2906583279107293,1
0.96435091010952,0.5786401752893414,0.4215250972821034,0.9907185918733932,0.3324019958771808,0
0.2250658956597322,0.5229262241887254,0.0234051556378346,0.5076043393934384,0.9298954077004984,0
0.3776499284389675,0.0802879751374981,0.4514292526509338,0.1530378675654452,0.563714185510731,1
0.9787152224985638,0.1742940554382658,0.4209206953060015,0.3063414726393105,0.2444164995651425,0
0.8504898306530125,0.711091839014923,0.7023125550725057,0.8919814166037416,0.0441193207400124,1
0.7180091173511074,0.6004620569364285,0.9365458186645168,0.8080896054348681,0.2815188943864402,0
0.0832921923903823,0.1170934780374344,0.983032219141908,0.5940873040951801,0.4021186607194033,0
0.3096607835054427,0.3453512947023625,0.945576164882412,0.5902267611314458,0.3987045021157251,1
0.7344078587000246,0.2962525160507198,0.877429530630048,0.5862997875043029,0.0206792052109799,1
0.1635154743997691,0.0836501479361188,0.7121988342043628,0.3246258768300583,0.7441627622332131,0
0.3293676089824235,0.2190861438736324,0.1044324688401457,0.8116467476940687,0.1380267121735187,0
0.3178216430221963,0.4702566032972168,0.5911315441411957,0.3394303598909695,0.425010035924657,1
0.0821550668676729,0.950311314188256,0.7760309027993136,0.7823454888776717,0.9215219571308224,1
0.9143892345485284,0.3730448991836653,0.467704340207399,0.3897417910134593,0.7108369550566093,1
0.0251345838011702,0.0687386115815047,0.8657709597520507,0.8025867696394171,0.1086606860472491,0
0.1100523386159166,0.9760220037787082,0.5651410128018184,0.3391719097752536,0.6157107667906457,0
0.8679773119466148,0.5112761995508696,0.7877690774819034,0.3367504473446764,0.241972763108578,1
0.816842566554971,0.4524437893830862,0.2681292371594841,0.5553757468723843,0.4606333367173948,1
0.7261074108823128,0.5303141328403136,0.0185526908890431,0.0040642039664852,0.2323139306680059,1
0.2895679672301726,0.7006098039292898,0.9834101162679552,0.7440259486327787,0.2815164154580166,1
0.9803554355519704,0.8415905497263881,0.5335336880527685,0.0116664698779981,0.2936876158114865,1
0.2107030817012443,0.6297594619355906,0.3677852330619557,0.5502892575555967,0.7588338862716001,0
0.9752853715791264,0.0545881421942279,0.3289936394129032,0.2737411695731733,0.3792492259817358,0
0.5495039528868538,0.4624297591890466,0.1042432903638397,0.1549095793607997,0.1130782309233016,0
0.2254987626014676,0.7772961565444976,0.2456981944048399,0.9297243144674184,0.7161111384995517,0
0.901225534212608,0.2269627020941661,0.0492470829397769,0.7788039087263887,0.4982855893759034,0
0.2801351111904728,0.0513035037563184,0.067703266899903,0.9984061674290856,0.7689797728199677,0
0.3946104335378594,0.4508065398269399,0.9951984480333368,0.0927165790586022,0.5445709002318,1
0.9425136876839968,0.8346938474959222,0.0031922706946183,0.5194878527590636,0.7680117167930752,0
0.1316653597575038,0.9277853876301811,0.2749195408624481,0.8146959389263878,0.3626111755082423,0
0.4555312139045788,0.0612854878585401,0.09991312005362,0.2717094836015056,0.7577106361985763,0
0.6733698714055664,0.0528365169602105,0.5886531332190487,0.3063275328053698,0.4567585862160177,0
0.7545661918713816,0.5777991318768758,0.6088090661158828,0.9176287029466385,0.2094570370153186,1
0.9141549652191268,0.6430744608129606,0.5701760536073777,0.1968913499316394,0.6204464878537664,1
0.624790078785572,0.8503708914061149,0.1877926281171228,0.6620579879004117,0.7405987170231274,0
0.9344018265152976,0.9413237267501496,0.930455535406948,0.046331393869107,0.9346560013396686,1
0.2624273279466518,0.4303034785461958,0.0060103421496995,0.8599240335915398,0.7085184317400812,0
0.5479821905454686,0.7352915304486503,0.067291403046874,0.9622092478578402,0.7899477710495673,0
0.2254041473574509,0.1724027295108779,0.0877310947021408,0.8140827296433594,0.7128890981023188,0
0.4560937452096462,0.1657463258329348,0.0987580117746765,0.2561680635498455,0.2420090058640811,0
0.2085871445169248,0.5831645232214823,0.7365716175866409,0.26420498362982,0.6526596086718471,1
0.7312537616002037,0.1484219311016985,0.0941465494963468,0.6257878635355468,0.0145572732448285,0
0.0170585782658546,0.4071740982804814,0.7556564280767648,0.6056422140786871,0.3142903388180097,0
0.7098633483943212,0.2646101780360094,0.1543588146728317,0.140969026095689,0.5573067914627231,0
0.793617240781647,0.6357043409876195,0.320641043644809,0.1440210798317446,0.6797031831644854,1
0.4710274265365951,0.0734822896893612,0.8285173424565218,0.4635290448492483,0.6061606394889963,1
0.7035762812708946,0.963716175862204,0.7615988113206404,0.1069862059297755,0.6106344330579991,1
0.2681650124168321,0.4907921466847278,0.6138420873118874,0.2918059942094309,0.7610219862737814,0
0.8884416189274623,0.477340486356593,0.6609383906506446,0.5610772694515103,0.669009407847703,1
0.4887322802326468,0.6008836781986933,0.335460776194018,0.2437912366365083,0.2772409788930111,0
0.7216912632349765,0.1277696555650813,0.0809889281722558,0.1198608522140719,0.2646232418204195,1
0.4592654931587228,0.3978736058101972,0.0311556674379803,0.1438082369951121,0.1123816838551888,0
0.2691197482540239,0.4435012746669513,0.7487083507469307,0.4705433935645314,0.6377946371080312,0
0.5511265236142804,0.9056622946905932,0.126044516316402,0.6690796398519924,0.1566778823417398,0
0.1162984718016431,0.3299564595127776,0.4351331383825115,0.2987939916720813,0.3949567153379948,0
